SiteID,DEPTH_FROM,DEPTH_TO,Sample,Weight,Description,AuPPM,AgPPM,AlPPM,AsPPM,BaPPM,BePPM,BiPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,CuPPM,FePPM,GaPPM,GePPM,HfPPM,InPPM,KPPM,LaPPM,LiPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NiPPM,PPPM,PbPPM,RbPPM,RePPM,SPPM,SbPPM,ScPPM,SePPM,SnPPM,SrPPM,TaPPM,TePPM,ThPPM,TiPPM,TlPPM,UPPM,VPPM,WPPM,YPPM,ZnPPM,ZrPPM,DyPPM,ErPPM,EuPPM,GdPPM,HoPPM,LuPPM,NdPPM,PrPPM,SmPPM,TbPPM,TmPPM,YbPPM,Al2O3PPM,BaOPPM,CaOPPM,Fe2O3PPM,K2OPPM,MgOPPM,Na2OPPM,P2O5PPM,TiO2PPM,Cr2O3PPM,MnOPPM,SrOPPM,BaOPPM,P2O5PPM,Cr2O3PPM,MnOPPM,SrOPPM,SiO2PPM,LOIPPM,TotalPPM,CPPM,HgPPM,Na/Al (Molar),K/Al (Molar)
GTK-21-01,519,520.25,half-NQ2,3.78,ironstone w/ trace chalcopyrite-pyrite; possible trace moly??,0.0025,0.02,6000,1.6,20,0.56,2.13,28100,0.02,1050,56.1,5,0.025,1200,384000,19.9,1.14,0.8,0.067,0.58,371,1.1,0.09,150,2.9,200,14.1,23.4,14700,4.9,8.2,0.003,700,0.45,4.2,0.5,10.3,77.2,0.46,0.025,40.1,2460,0.01,5.7,498,1.4,134,8,37,31,10.75,6.5,61.8,4.44,0.61,461,120.5,88.5,6.89,1.21,5.8,1.133678,22.329902,3.931714,54.901613,0.698671,0.149245,0.026959,,0.410336,7.307783,193.684091,91.296661,0.002233,,0.000730778,0.019368,0.00913,,,,,,0.039121082,0.667091776
GTK-21-01,520.25,521.5,half-NQ2,4.81,magnetite-hematite ironstone w/ quartz; trace chalcopyrite-pyrite,0.005,0.01,5000,2,20,0.74,0.32,18700,0.03,795,43.6,11,0.025,285,362000,13.45,0.87,0.7,0.054,0.45,287,1,0.11,141,1.81,100,15.1,18.1,9400,2.4,6.6,0.002,400,0.55,4,0.5,11.9,51.8,0.48,0.025,36.3,3210,0.01,6.4,488,2.1,119.5,4,29.8,24.6,9.19,5,47.6,3.89,0.56,328,87.5,62.5,5.57,1.09,5.34,0.944731,22.329902,2.616479,51.756208,0.542073,0.18241,0.01348,21538.83521,0.535439,16.077123,182.063045,61.25864,0.002233,2.153884,0.001608,0.018206,0.006126,,,,,,0.023472649,0.621085446
GTK-21-01,521.5,522.5,half-NQ2,2.3,tan volcanic,0.0025,0.03,73500,1.3,250,3.06,0.29,5800,0.02,244,71.3,5,0.28,1200,104500,23.7,0.31,8.6,0.171,5.42,106.5,8.4,0.73,120,5.07,800,18,31.1,2800,3.6,78.1,0.004,800,0.93,9.8,1,14.9,23.6,0.53,0.025,5.12,5190,0.19,7,130,9.4,31.4,15,384,6.92,3.01,1.92,15.15,1.19,0.35,117,30.6,21.2,1.61,0.43,2.59,13.887551,279.123775,0.811528,14.940673,6.528964,1.210541,0.107837,6415.823253,0.86571,7.307783,154.947273,27.909342,0.027912,0.641582,0.000730778,0.015495,0.002791,,,,,,0.012774231,0.508886337
GTK-21-01,524,525,half-NQ2,3.3,ironstone,0.005,0.01,10900,2.1,50,0.65,0.23,11200,0.03,597,38.6,14,0.05,96.2,317000,13.05,0.69,1.2,0.059,1.12,233,2.1,0.2,94,2.93,200,17.3,28.3,5690,2.3,15.5,0.002,200,0.63,6.7,0.5,13.5,28,0.42,0.025,18,3750,0.03,5.8,448,1.7,60,6,58,14.8,5.01,3.92,35.5,2.29,0.33,273,71.1,51.8,3.61,0.66,3.09,2.059514,55.824755,1.567089,45.322425,1.349159,0.331655,0.026959,13037.8694,0.625513,20.461793,121.375364,33.112779,0.005582,1.303787,0.002046,0.012138,0.003311,,,,,,0.02153454,0.709088379
GTK-21-01,527.8,529,half-NQ2,4.43,ironstone w/ quartz; trace pyrite,0.0025,0.03,3400,2.6,20,0.85,0.94,17600,0.05,850,50.8,14,0.025,1290,365000,18,0.89,0.05,0.157,0.19,315,1.4,0.14,119,11.1,100,15.3,32,9130,3.1,2.7,0.003,1500,0.74,6.7,0.5,16.1,42.9,0.31,0.07,28.6,4910,0.01,6.3,479,1.6,93.1,5,2.1,24.9,7.82,5.68,52.3,3.42,0.46,386,100,72.5,5.61,0.92,4.41,0.642417,22.329902,2.462568,52.185127,0.228875,0.232159,0.01348,20920.16654,0.819005,20.461793,153.656045,50.733507,0.002233,2.092017,0.002046,0.015366,0.005073,,,,,,0.034518602,0.38564129
GTK-21-01,530,531,half-NQ2,4.38,hematite ironstone,0.0025,0.01,900,4.2,10,0.52,0.43,23200,0.04,1010,16.1,6,0.025,121,422000,17.3,1.07,0.2,0.069,0.01,345,0.7,0.06,69,1.99,100,23.5,18.8,12350,3.3,0.3,0.003,100,0.91,6.2,0.5,17.7,35.6,0.59,0.025,37.3,6280,0.01,5,591,2.5,170,3,4.9,34.2,13.95,6.89,65.6,6.01,0.87,443,114.5,83.9,7.61,1.68,8.28,0.170052,11.164951,3.246113,60.334585,0.012046,0.099497,0.01348,,1.047526,8.76934,89.094682,42.100533,0.001116,,0.000876934,0.008909,0.00421,,,,,,0.130403606,0.076677216
GTK-21-01,534,535,half-NQ2,2.64,tan volcanic w/ hem veining,0.0025,0.005,54700,5.2,180,2.44,0.13,13400,0.03,655,40.6,6,0.93,49.2,174500,29.6,0.72,10.1,0.138,4.43,242,8.4,0.75,156,0.81,10200,18,38.5,6710,4.2,82.3,0.002,100,0.75,11.9,1,11,42.2,0.98,0.025,34.1,3810,0.14,9.7,209,1.8,82,13,403,18.6,7.9,4.03,39.7,3.15,1.01,299,77.4,57.9,4.31,1.15,7.1,10.335361,200.969118,1.87491,24.94878,5.336404,1.243707,1.374928,15375.06215,0.635521,8.76934,201.431455,49.905688,0.020097,1.537506,0.000876934,0.020143,0.004991,,,,,,0.218849196,0.55888859
GTK-21-01,536,537,half-NQ2,2.5,tan volcanic,0.0025,0.02,70300,2.3,130,3.49,0.19,5800,0.01,435,45.5,4,1.05,43.8,108500,36.5,0.51,12.5,0.159,2.57,179,16.2,0.98,207,0.99,31800,16.8,39,2740,4.5,70.9,0.002,100,0.58,10.1,1,7.8,38.4,1.07,0.025,25.5,3580,0.12,7.4,97,2,58.5,13,495,12.45,6.53,3.07,25.4,2.22,0.99,208,54.4,38.8,2.68,0.98,6.51,13.282922,145.144363,0.811528,15.512565,3.095837,1.62511,4.28654,6278.341326,0.597156,5.846227,267.284045,45.411811,0.014514,0.627834,0.000584623,0.026728,0.004541,,,,,,0.530889218,0.252282219
GTK-21-01,539,540,half-NQ2,3.8,hematite-dominant ironstone; minor magnetite,0.0025,0.04,15800,10.7,80,0.83,1.23,23000,0.04,1105,13.9,16,0.1,73.5,317000,19.65,1.2,2.4,0.12,2,395,1.8,0.1,87,4,300,17.3,16.7,11450,4.7,26.9,0.003,50,1.21,6,1,15.3,37.1,0.55,0.025,30.6,4490,0.04,4.7,430,1.5,127,7,101,28.3,9.1,6.43,62.7,4.17,0.59,497,130,91.6,6.68,1.12,5.49,2.985351,89.319608,3.218129,45.322425,2.409212,0.165828,0.040439,,0.748947,23.384907,112.336773,43.874432,0.008932,,0.002338,0.011234,0.004387,,,,,,0.022284161,0.873537899
GTK-21-01,542,543.1,half-NQ2,2.88,volcanic w/ ank-qz-mt-hem veining,0.0025,0.01,55300,1.6,120,1.26,0.26,36600,0.02,234,17.2,9,0.47,30.9,102500,21,0.32,10.1,0.157,3.18,105,4,1.82,1460,1.17,23200,16.6,12,1010,4.1,47.6,0.001,100,0.42,10.3,1,7.4,46,0.95,0.025,21.3,2640,0.09,5,94,1.2,36.1,11,411,8.1,4.46,2.28,15.05,1.51,0.83,116.5,29.8,22.4,1.74,0.68,4.91,10.448728,133.979412,5.121023,14.654727,3.830647,3.018062,3.127287,2314.279102,0.440361,13.15401,1885.191818,54.399565,0.013398,0.231428,0.001315,0.188519,0.00544,,,,,,0.492373832,0.396835788
GTK-21-01,545,546,half-NQ2,2.41,volcanic,0.0025,0.01,66000,0.9,30,1.9,0.16,21400,0.02,263,15.3,4,0.41,26.4,65300,26.5,0.47,13.5,0.096,0.73,119,7.1,1.29,722,0.74,48600,26.7,10.8,400,3.9,20.4,0.001,100,0.36,9.8,1,6.3,35.4,1.53,0.025,26.5,2280,0.05,5.4,54,1.1,40.1,9,710,8.83,4.62,2.69,17.3,1.61,0.88,128.5,33.4,24.5,1.93,0.77,5.38,12.470454,33.494853,2.994259,9.336134,0.879362,2.139176,6.551128,916.546179,0.380312,5.846227,932.266091,41.864013,0.003349,0.091655,0.000584623,0.093227,0.004186,,,,,,0.864220261,0.076328683
GTK-21-01,548,549,half-NQ2,2.91,"volcanic w/ ankerite, hematite & magnetite veining",0.0025,0.01,47600,4.1,200,1.46,0.23,26200,0.02,446,26.1,3,0.83,18.5,154000,23.8,0.59,9,0.214,4.92,180,5.9,1.51,820,0.91,3200,18.4,24,4230,3.9,84.6,0.001,100,0.53,10.3,0.5,11,40.3,0.94,0.025,28.6,3680,0.16,7.2,194,1.8,59.9,10,369,13.55,6.06,3.3,29.5,2.46,0.89,220,56.4,42.3,3.14,0.9,6.26,8.993842,223.29902,3.665869,22.017834,5.926661,2.503996,0.43135,9692.475843,0.613837,4.38467,1058.806364,47.658749,0.02233,0.969248,0.000438467,0.105881,0.004766,,,,,,0.078899661,0.713291409
GTK-21-01,551,552,half-NQ2,3.85,ironstone,0.0025,0.01,6700,5,30,0.67,0.3,23500,0.05,462,28.4,7,0.06,78.3,322000,15.05,0.63,1.5,0.161,0.69,186.5,1.7,0.75,810,1.46,200,19,30,5020,2.9,9.9,0.001,100,0.64,7.5,0.5,15.8,27.3,0.48,0.025,15.95,5900,0.02,3.2,448,2.3,45.5,7,62.4,12.65,4.64,3.22,28.7,1.93,0.37,227,58.1,43,2.94,0.54,3.26,1.26594,33.494853,3.288088,46.03729,0.831178,1.243707,0.026959,11502.65455,0.98414,10.230897,1045.894091,32.284959,0.003349,1.150265,0.001023,0.104589,0.003228,,,,,,0.035033805,0.710694789
GTK-21-01,554,555,half-NQ2,2.69,volcanic w/ qz-ank-mt-hem veining,0.0025,0.07,17700,1.7,90,0.84,0.47,7400,0.02,50.1,21.5,23,0.11,390,150000,7.49,0.15,3.3,0.152,2.28,22,1.4,0.35,233,56.4,400,8,12.7,480,2.5,31.2,0.001,200,0.42,8.3,0.5,12.6,11.3,0.33,0.025,5.42,2400,0.07,2.4,152,2.7,13,5,140.5,2.32,1.46,0.54,3.82,0.46,0.25,25,6.68,5.09,0.47,0.23,1.54,3.344349,100.484559,1.035398,21.445943,2.746502,0.580397,0.053919,1099.855415,0.400328,33.615804,300.855955,13.363371,0.010048,0.109986,0.003362,0.030086,0.001336,,,,,,0.026522767,0.888935855
GTK-21-01,558,559,half-NQ2,3.59,volcanic w/ hem-qz-ca veining,0.0025,0.01,25500,1.5,110,1.43,0.36,19000,0.03,58.5,40.4,7,0.53,101.5,266000,15.8,0.22,5.1,0.194,3.12,24.7,3,1.19,903,1.56,500,19.1,38.4,240,2.9,55.7,0.001,100,0.52,14.2,0.5,14.3,22,0.74,0.025,6.1,5640,0.09,3,338,1.7,17.4,8,214,4.38,2.75,0.68,4.94,0.72,0.4,31.3,7.87,6.85,0.7,0.43,2.91,4.81813,122.814461,2.658454,38.030805,3.758371,1.973348,0.067398,549.927707,0.940771,10.230897,1165.978227,26.017183,0.012281,0.054993,0.001023,0.116598,0.002602,,,,,,0.023012401,0.844351456
GTK-21-01,560,561,half-NQ2,2.86,volcanic w/ hem-qz-ank veining,0.0025,0.01,31800,2,160,1.02,0.54,16900,0.03,65.7,34.1,10,0.42,221,249000,15.65,0.24,5.3,0.15,4.01,28.2,3.2,0.99,742,2.18,700,25.3,34.4,820,2.8,63.6,0.001,200,0.81,12.5,0.5,13.6,22.8,0.85,0.025,7.68,6610,0.1,5.1,333,2.4,18.4,8,224,3.81,2.2,0.82,5.64,0.77,0.4,34.9,8.96,7.6,0.72,0.42,2.75,6.008491,178.639216,2.364625,35.600265,4.83047,1.641693,0.094358,1878.919667,1.102571,14.615567,958.090636,26.963263,0.017864,0.187892,0.001462,0.095809,0.002696,,,,,,0.025834677,0.87021406
GTK-21-01,563,564,half-NQ2,3.35,ironstone & volcanic,0.0025,0.07,13100,1.7,70,1.11,0.45,17700,0.04,31.7,30.5,3,0.11,146,350000,13.05,0.23,2.3,0.137,1.63,13.4,2.2,0.85,1340,1.55,300,20.9,26.7,60,2.6,21.2,0.001,200,0.73,11.8,0.5,16.7,15.2,0.7,0.025,23,6660,0.04,2.8,504,4.7,11.3,6,93.7,2.59,1.38,0.44,3.03,0.5,0.25,17.5,4.25,4.05,0.45,0.24,1.77,2.475196,78.154657,2.47656,50.040533,1.963508,1.409534,0.040439,137.481927,1.110911,4.38467,1730.244546,17.975508,0.007815,0.013748,0.000438467,0.173024,0.001798,,,,,,0.026877079,0.85866775
GTK-21-01,566,567,half-NQ2,3.31,ironstone & volcanic,0.0025,0.01,29200,1.9,190,0.98,0.39,11600,0.04,37.7,23.8,4,0.17,126.5,308000,15.5,0.22,4.5,0.144,3.63,16,1.5,0.54,625,25.8,500,25,18.9,150,2.4,49.4,0.001,100,0.67,10.5,0.5,17.5,18.4,0.75,0.025,4.65,7110,0.08,2.7,445,2,17.7,5,201,3.75,2.55,0.54,4.07,0.78,0.42,21.1,5.22,4.99,0.68,0.37,2.69,5.517231,212.134069,1.623056,44.035669,4.37272,0.895469,0.067398,343.704817,1.185972,5.846227,807.017045,21.759826,0.021213,0.03437,0.000584623,0.080702,0.002176,,,,,,0.020096446,0.857891998
GTK-21-01,569,570,half-NQ2,3.59,hematite-volcanic breccia,0.0025,0.01,18800,2.7,110,1.39,0.44,12200,0.02,33.6,39.7,6,0.29,51.2,306000,13.55,0.22,3.3,0.124,2.33,14.2,2,0.72,668,1.98,400,22,28.9,110,2.4,35,0.001,100,0.58,9.6,0.5,15.1,15.4,0.73,0.025,5.87,6080,0.06,2.6,444,1.8,12.3,6,139,2.94,1.68,0.58,3.89,0.52,0.28,20.2,4.68,5.03,0.55,0.26,1.75,3.55219,122.814461,1.707008,43.749723,2.806732,1.193959,0.053919,252.050199,1.014165,8.76934,862.539818,18.212028,0.012281,0.025205,0.000876934,0.086254,0.001821,,,,,,0.024970903,0.85527724
GTK-21-01,572,573,half-NQ2,3.9,volcanic w/ hematite veining,0.0025,0.01,25200,3.2,110,1.7,0.25,10700,0.03,99.6,40.6,4,0.6,56.3,273000,18.2,0.27,4.6,0.136,2.63,43.5,4.3,0.94,453,0.99,2200,26.7,34,920,2.5,49.6,0.001,100,0.79,8.8,0.5,14.3,17.5,0.97,0.025,7.79,5810,0.1,2.6,389,2,18.6,9,199.5,4.13,2.27,1.1,7.19,0.78,0.39,54.3,13.3,10.75,0.83,0.38,2.5,4.761446,122.814461,1.49713,39.031616,3.168114,1.558779,0.296553,2108.056212,0.969128,5.846227,584.925955,20.695487,0.012281,0.210806,0.000584623,0.058493,0.00207,,,,,,0.102459976,0.720218132
GTK-21-01,575,576,half-NQ2,3.81,volcanic w/ hem-qz-ank veining,0.0025,0.005,17100,2.3,90,1.13,0.34,22100,0.03,22,21.3,4,0.17,33.9,284000,13.2,0.18,3.3,0.131,1.98,9,2.3,1.01,971,1.62,900,24,19.7,130,3.5,28.2,0.001,100,0.65,7.9,0.5,14.9,25.2,0.8,0.025,53.4,7710,0.05,4.8,398,1.8,13.8,6,139.5,3.55,1.83,0.55,3.68,0.66,0.33,13.4,3.08,3.89,0.63,0.31,2.15,3.230981,100.484559,3.092202,40.604318,2.38512,1.674859,0.121317,297.877508,1.286055,5.846227,1253.781682,29.801501,0.010048,0.029788,0.000584623,0.125378,0.00298,,,,,,0.061770129,0.799057299
GTK-21-01,579,580,half-NQ2,2.66,volcanic,0.0025,0.01,62200,1.7,30,1.7,0.17,19100,0.03,88.6,22.3,6,0.2,13.6,160000,22.7,0.19,11.4,0.082,0.55,37.1,7,0.91,660,0.77,42700,21.5,11.5,680,3.3,17.2,0.001,100,0.43,13.7,0.5,9.8,37.1,1.21,0.025,13.05,5720,0.03,6.6,152,1.3,33.2,9,580,6.19,3.95,1.49,7.91,1.29,0.74,47.3,11.95,10.15,1.12,0.71,4.77,11.752458,33.494853,2.672446,22.875672,0.662533,1.509031,5.755826,1558.128504,0.954116,8.76934,852.21,43.874432,0.003349,0.155813,0.000876934,0.085221,0.004387,,,,,,0.805693019,0.061021257
GTK-21-01,582,583,half-NQ2,2.84,volcanic,0.0025,0.02,45100,2,210,0.89,0.18,6200,0.02,63.3,22.2,4,0.24,63.5,223000,17.6,0.22,6.3,0.098,3.91,27.1,3.3,0.42,338,1.24,5700,24.3,17.5,750,3.2,60.9,0.001,200,0.53,14.6,0.5,12,22,0.87,0.025,41.6,7720,0.13,7,282,1.2,19.9,5,273,3.72,2.28,0.96,5.25,0.76,0.43,33.1,8.42,7.05,0.69,0.4,2.72,8.521477,234.463971,0.867496,31.882968,4.710009,0.696476,0.768342,1718.524086,1.287723,5.846227,436.434818,26.017183,0.023446,0.171852,0.000584623,0.043643,0.002602,,,,,,0.148330487,0.598286301
GTK-21-01,584,585,half-NQ2,3.05,volcanic w/ hematite veining,0.0025,0.01,55500,3.6,110,1.84,0.29,4900,0.01,107.5,28.1,3,0.3,28.7,173000,21.9,0.24,6.3,0.074,2.24,46.6,4.5,0.33,144,1.88,30100,24.7,16,1690,3.6,39.8,0.001,300,0.64,13.2,0.5,10.4,33,0.84,0.025,50.3,7920,0.07,5.7,245,1.1,22.4,6,286,4.79,2.19,1.59,8.62,0.84,0.3,58.3,14.15,11.5,1.02,0.33,2.1,10.486518,122.814461,0.685601,24.734321,2.698317,0.547231,4.057386,3872.407606,1.321083,4.38467,185.936727,39.025775,0.012281,0.387241,0.000438467,0.018594,0.003903,,,,,,0.636510574,0.278524805
GTK-21-01,587,588,half-NQ2,3.08,volcanic-hematite breccia,0.0025,0.005,42200,2.5,140,1.38,0.18,6500,0.01,49.7,28.1,7,0.35,6.3,250000,18.85,0.22,4.7,0.081,3.22,21.8,3.8,0.39,287,4.68,13900,21.3,21.3,750,2.6,55.8,0.002,300,0.47,13.6,1,12.7,22.9,0.74,0.025,6.06,7500,0.1,3.6,364,0.8,16.3,6,220,3.59,1.86,0.86,4.55,0.68,0.27,25.6,6.61,5.61,0.67,0.28,1.83,7.973532,156.309314,0.909471,35.743238,3.878831,0.646728,1.873676,1718.524086,1.251026,10.230897,370.582227,27.081522,0.015631,0.171852,0.001023,0.037058,0.002708,,,,,,0.386575619,0.526565334
GTK-21-01,590,591,half-NQ2,3.13,volcanic w/ hematite veining,0.0025,0.01,55100,3.1,100,1.99,0.14,16900,0.01,86.5,31.4,3,0.77,6.6,160000,20.9,0.23,6.6,0.078,1.69,38.8,5.3,0.6,522,0.73,34800,27.3,22.9,1730,3.5,48.6,0.001,300,0.66,16.7,0.5,9.3,45.8,0.93,0.025,30,8540,0.08,6.7,223,1,28.1,5,296,5.04,2.81,1.27,7.18,1.01,0.41,43.7,11.15,8.73,0.96,0.43,2.76,10.410939,111.64951,2.364625,22.875672,2.035784,0.994965,4.690931,3964.062224,1.424501,4.38467,674.020636,54.163045,0.011165,0.396406,0.000438467,0.067402,0.005416,,,,,,0.74124155,0.211662513
GTK-21-01,593,594,half-NQ2,3.11,volcanic-hematite breccia,0.0025,0.005,45000,2.3,20,1.87,0.19,21200,0.03,68.6,28.2,4,0.5,13,204000,20.4,0.2,5.2,0.088,0.33,30.4,3.8,0.99,1150,0.79,34500,24.1,20.6,1140,2.9,19.6,0.001,200,0.57,14.7,0.5,10.4,42,0.85,0.025,14.2,8510,0.04,4.5,271,0.9,21.3,6,236,4.14,2.25,1.02,5.54,0.8,0.34,33.9,8.93,6.93,0.75,0.35,2.27,8.502582,22.329902,2.966275,29.166482,0.39752,1.641693,4.650492,2612.15661,1.419497,5.846227,1484.911364,49.669168,0.002233,0.261216,0.000584623,0.148491,0.004967,,,,,,0.899784881,0.050606962
GTK-21-01,596,597,half-NQ2,3.14,volcanic-hematite breccia,0.0025,0.005,47400,2.6,20,2.14,0.15,39000,0.03,74.4,33,6,0.84,19.7,165500,19.15,0.19,5.6,0.101,0.51,34.2,5.7,1.65,1830,0.76,35000,15.1,20,1410,3.3,30.2,0.001,200,0.58,18.6,0.5,8.5,60.4,0.66,0.025,16.4,7620,0.06,4.9,230,0.6,23.5,10,249,4.71,2.49,1.33,6.27,0.9,0.37,36.9,9.58,7.45,0.87,0.37,2.58,8.956053,22.329902,5.456827,23.662023,0.614349,2.736155,4.71789,3230.825281,1.271042,8.76934,2362.945909,71.428994,0.002233,0.323083,0.000876934,0.236295,0.007143,,,,,,0.866606242,0.074250721
GTK-21-01,598.9,599.9,half-NQ2,3.35,hematite-volcanic breccia,0.0025,0.005,30300,4.4,30,1.96,0.22,18200,0.04,263,32.4,6,0.89,16.5,244000,19.85,0.4,3.5,0.117,0.7,116,7.6,0.88,627,1.06,19100,21.2,33.7,2700,3.4,36.7,0.001,200,0.46,15.9,0.5,11.8,38,0.74,0.025,21.8,8980,0.07,4.3,335,1,39.1,12,153.5,9.3,4.09,2.68,16.85,1.57,0.41,117,31.1,19.05,1.99,0.54,3.14,5.725072,33.494853,2.546519,34.8854,0.843224,1.459283,2.57462,6186.686708,1.497895,8.76934,809.5995,44.938771,0.003349,0.618669,0.000876934,0.08096,0.004494,,,,,,0.739814517,0.159427874
GTK-21-01,602,603,half-NQ2,2.9,volcanic-hematite breccia (magnetitic),0.0025,0.005,56200,3.1,20,1.43,0.15,16900,0.02,207,20.2,4,0.26,15.9,186000,24.8,0.31,6.8,0.092,0.27,94.3,3,0.57,748,0.99,43500,22.7,15.1,2350,2.4,11.3,0.001,200,0.7,19.9,1,10,41.6,0.9,0.025,8.01,9230,0.02,4,277,1.9,32.3,9,289,7.1,3.49,2.31,12.9,1.27,0.45,93.7,24.6,15.2,1.53,0.49,3.16,10.61878,22.329902,2.364625,26.592969,0.325244,0.945217,5.863664,5384.708802,1.539596,5.846227,965.838,49.196128,0.002233,0.538471,0.000584623,0.096584,0.00492,,,,,,0.908416579,0.033154027
GTK-21-01,605,606,half-NQ2,2.08,broken volcanic; magnetite veining; quartz vein,0.0025,0.01,45900,2.9,170,1.36,0.1,9400,0.04,97.6,34.5,3,0.24,26.2,211000,23.2,0.22,5.2,0.181,4.63,44.5,12.9,1.7,626,1.12,600,20.5,22.7,1370,3.2,71.6,0.001,200,0.58,18.6,1,13.9,18.3,0.71,0.025,7.54,7970,0.13,4.2,314,5,22.8,17,231,4.87,2.7,1.34,7.63,0.9,0.36,45.6,11.95,8.43,0.99,0.37,2.57,8.672634,189.804167,1.315235,30.167293,5.577325,2.819069,0.080878,3139.170663,1.329423,4.38467,808.308273,21.641566,0.01898,0.313917,0.000438467,0.080831,0.002164,,,,,,0.015341601,0.696108839
GTK-21-01,609,610,half-NQ2,1.88,brick-red volcanic,0.0025,0.01,65900,1.7,210,1.09,0.17,1700,0.03,202,17,10,0.31,22,42600,25.2,0.27,8.5,0.059,6.26,105.5,6.4,0.66,241,1.29,900,15.7,6.9,640,2.4,72.6,0.001,50,0.32,6.8,0.5,7.5,22.4,1.1,0.025,21.1,1380,0.19,4.3,13,2.8,23.4,12,275,5.17,2.93,2.5,11.35,0.9,0.5,85.2,22.9,14.05,1.21,0.38,2.88,12.451559,234.463971,0.237862,6.090648,7.540833,1.094462,0.121317,1466.473886,0.230189,14.615567,311.185773,26.490223,0.023446,0.146647,0.001462,0.031119,0.002649,,,,,,0.016028364,0.655537834
GTK-21-01,611,612,half-NQ2,2.52,brick-red volcanic,0.0025,0.25,70390.38,1.6,231,,0.18,1000.58,0.25,225,23,10,0.45,33,39587.91,25.2,2.5,15.3,0.029,8.425992,118.5,10,0.892493,154.9,1,1038.6,43.9,12,480.349345,1,135.5,0.0005,50,0.08,6,0.2,12,23.6,2.8,0.005,20.3,3177.39,0.01,4.07,18,5,76.6,10,581,13.9,7.91,3.08,15.45,2.7,1.07,92.5,25.1,17.45,2.27,1.1,7.14,,,,,,,,,,,,,,,,,,67.2,0.95,99.71,0.03,0.0025,0.017316779,0.826069478
GTK-21-01,614,615,half-NQ2,2.03,brick-red volcanic,0.0025,0.02,72200,2,230,1.33,0.42,800,0.02,154.5,57,7,0.75,30.8,37300,27.7,0.23,9.3,0.066,7.38,78.5,8.5,0.87,156,3.1,1000,19.6,17,410,4.3,95.9,0.001,1400,0.3,5.8,1,11.4,22.8,1.36,0.025,22.7,1790,0.21,4.1,11,2.3,21.4,11,299,4.51,2.37,1.95,8.79,0.85,0.46,70.3,18.45,11.3,0.99,0.37,2.62,13.64192,256.793873,0.111935,5.332891,8.889992,1.4427,0.134797,939.459834,0.298578,10.230897,201.431455,26.963263,0.025679,0.093946,0.001023,0.020143,0.002696,,,,,,0.016255297,0.705387903
GTK-21-01,617,618,half-NQ2,2.35,volcanic-hematite breccia; vuggy and light-brown ?weathered carbonate,0.0025,0.03,61400,2.1,250,0.75,0.72,5400,0.02,75,36.7,9,0.21,17.3,170500,19.35,0.23,7.4,0.072,6.87,32,4.1,0.44,1680,7.04,1100,21.4,16,1820,3.2,73.2,0.001,200,0.7,15.4,2,8.7,24.7,0.74,0.025,5.89,6530,0.17,6.1,258,2.7,32,8,321,5.93,3.54,1.09,7.16,1.14,0.47,35.6,9.28,7.27,1.04,0.5,3.39,11.601301,279.123775,0.755561,24.376888,8.275643,0.729641,0.148277,4170.285115,1.089226,13.15401,2169.261818,29.210201,0.027912,0.417029,0.001315,0.216926,0.002921,,,,,,0.021025989,0.772142058
GTK-21-01,620,621,half-NQ2,3,volcanic-hematite breccia,0.0025,0.01,47800,4.9,180,0.95,0.43,26300,0.03,374,37.5,5,0.18,32.3,181500,20.7,0.54,5.8,0.082,5.56,163.5,4.4,0.69,1080,1.96,2800,21.4,20.4,5540,3.5,75.8,0.002,300,0.51,17.5,0.5,8.9,50.7,0.72,0.025,15.2,6410,0.14,5.1,255,2,49.4,10,249,11.9,5.49,3.41,24.9,1.92,0.52,169,43.7,28.8,2.71,0.66,3.92,9.031631,200.969118,3.679861,25.949591,6.697609,1.14421,0.377431,12694.16458,1.06921,7.307783,1394.525455,59.957781,0.020097,1.269416,0.000730778,0.139453,0.005996,,,,,,0.068748345,0.802704575
GTK-21-01,623,624,half-NQ2,3.4,hematite-volcanic breccia,0.0025,0.01,30100,4,130,1.08,0.49,13100,0.03,133.5,74,2,0.13,9.8,287000,20.4,0.36,4.1,0.086,3.58,59.5,4.9,0.64,659,3.99,400,15.2,47.4,1270,2.6,46.8,0.001,300,0.34,15.1,0.5,9.1,24.7,0.57,0.025,8.23,5710,0.07,3.5,356,1.9,22.8,12,173.5,7.6,2.43,1.44,9.2,0.88,0.33,63.5,16.75,11.1,1.1,0.43,2.32,5.687283,145.144363,1.832934,41.033237,4.312489,1.061297,0.053919,2910.034118,0.952448,2.923113,850.918773,29.210201,0.014514,0.291003,0.000292311,0.085092,0.002921,,,,,,0.015596445,0.820777371
