Project,SiteID,SampleID,DepthFrom,DepthTo,AgPPM,AlPPM,AsPPM,AuPPM,BaPPM,BePPM,BiPPM,BrPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,CuPPM,DyPPM,ErPPM,EuPPM,FePPM,GaPPM,GdPPM,GePPM,HfPPM,HgPPM,HoPPM,InPPM,KPPM,LaPPM,LiPPM,LuPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NdPPM,NiPPM,PPPM,PbPPM,PrPPM,PdPPM,PtPPM,RbPPM,RePPM,SPPM,SbPPM,ScPPM,SePPM,SiPPM,SmPPM,SnPPM,SrPPM,TaPPM,TbPPM,TePPM,ThPPM,TiPPM,TlPPM,TmPPM,UPPM,VPPM,WPPM,YPPM,YbPPM,ZnPPM,ZrPPM
ACB,CBD013DD11,D1180295,4,5,0.05,79300,9.9,0.003,690,2.73,0.38,NULL,300,0.04,197,3,63,7.76,33.9,NULL,NULL,NULL,40300,22.8,NULL,0.24,4,NULL,NULL,0.161,30500,86,9.7,NULL,3700,281,0.33,1000,13.9,NULL,26,200,75.6,NULL,NULL,NULL,187.5,0.001,200,1.59,15.8,1,NULL,NULL,10.1,29.4,1.24,NULL,0.07,20.1,3690,1.05,NULL,5.4,95,5.2,17.2,NULL,193,136
